Token,Annotation
various,0
sources,0
of,0
support.,0
In,0
a,0
secondary,0
"analysis,",0
we,0
investigated,0
whether,0
the,0
association,0
between,I-Other
COVID-19,I-Other
and,I-Other
mental,I-Other
health,I-Other
differed,I-Other
between,I-Other
age,I-Other
"group,",I-Other
"gender,",I-Other
profession,I-Other
and,I-Other
care,I-Other
sector.,I-Other
Methods,0
Procedures,0
Health-care,0
professionals,0
were,0
invited,0
to,0
participate,0
in,0
an,0
online,I-Educational
sur-,I-Educational
vey,I-Educational
that,0
was,0
launched,0
in,0
two,0
waves,0
between,0
2,0
April,0
2020,0
and,0
4,0
May,0
2020.,0
The,0
survey,0
was,0
distributed,0
via,0
social,0
media,0
platforms,0
to,0
health-care,0
workers,0
in,0
"Flanders,",0
Belgium.,0
The,0
social,0
media,0
platforms,0
were,0
"Twitter,",0
"LinkedIn,",0
website,0
of,0
"DeZorgsamen.be,",0
Facebook,0
and,0
Instagram.,0
Participation,0
was,0
entirely,0
"voluntary,",0
and,0
confidential-,0
ity,0
and,0
anonymity,0
were,0
guaranteed.,0
Each,0
participant,0
gave,0
written,0
informed,0
consent.,0
Outcomes,0
In,0
each,0
of,0
the,0
two,0
survey,0
"waves,",0
participants,0
who,0
had,0
worked,0
during,0
the,0
past,0
week,0
were,0
asked,0
how,0
frequently,0
they,0
experienced,0
negative,0
and,0
positive,0
mental,0
health,0
symptoms,0
‘in,0
normal,0
circum-,0
stances’,0
and,0
‘during,0
the,0
past,0
"week’,",0
hereafter,0
referred,0
to,0
as,0
‘before’,0
and,0
‘during’,0
the,0
COVID-19,0
"crisis,",0
respectively.,0
Response,0
categories,0
were,0
anchored,0
between,0
0,0
(never),0
and,0
10,0
(always).,0
Respondents,0
were,0
also,0
asked,0
about,0
their,0
reliance,0
on,0
and,0
experience,0
with,0
a,0
number,0
of,0
sources,0
of,0
support,0
during,0
the,0
crisis.,0
Single,0
survey,0
items,0
were,0
based,0
on,0
prior,0
research,0
assessing,0
the,0
psychological,O-Mental
impact,O-Mental
on,0
health-care,0
workers,0
of,0
being,0
involved,0
in,0
adverse,I-Other
events,I-Other
[10].,0
Also,0
demographic,0
information,0
was,0
collected.,0
Statistical,I-Educational
analysis,I-Educational
The,0
occurrence,0
of,0
mental,0
health,0
symptoms,0
(on,0
a,0
scale,0
of,0
0–10),0
before,0
and,0
during,0
COVID-19,0
was,0
summarized,0
in,0
a,0
butterfly,0
chart.,0
An,0
arbitrarily,0
chosen,0
cutoff,0
score,0
of,0
7,0
was,0
used,0
to,0
order,0
symp-,0
toms,0
by,0
descending,0
prevalence,0
during,0
COVID-19.,0
For,0
each,0
mental,0
health,0
"symptom,",0
we,0
fitted,0
a,0
cumulative,0
logit,0
model,0
to,0
estimate,0
the,0
association,0
between,0
COVID-19,0
and,0
the,0
occurrence,0
of,0
this,0
symp-,0
tom,0
(using,0
the,0
original,0
11-point,0
scale).,0
We,0
accounted,0
for,0
repeated,0
measures,0
on,0
health-care,0
workers,0
and,0
included,0
"age,",0
"gender,",0
profes-,0
sion,0
and,0
care,0
sector,0
as,0
control,0
variables.,0
Effect,0
modification,0
was,0
assessed,0
by,0
including,0
interaction,0
terms,0
between,0
demographic,0
vari-,0
ables,0
(age,0
group,0
[<30,0
"years,",P-Age
30–49,P-Age
years,P-Age
and,P-Age
50,P-Age
years,P-Age
or,P-Age
"older],",P-Age
"gender,",P-Sex
profession,0
and,0
care,0
sector),0
and,0
the,0
COVID-19,0
"indicator,",0
using,0
a,0
separate,0
model,0
for,0
each,0
variable.,0
In,0
"total,",0
4503,P-Sample size
respon-,0
dents,0
were,0
included,0
in,0
this,0
analysis,0
as,0
unknown,0
gender,0
(n,0
=,0
6),0
was,0
excluded.,0
Estimates,0
represent,0
odds,0
ratios,0
with,0
95%,0
confidence,0
inter-,0
vals.,0
We,0
then,0
described,0
the,0
degree,0
to,0
which,0
health-care,0
workers,0
relied,0
on,0
sources,0
of,0
support,0
and,0
how,0
they,0
experienced,0
them.,0
Patient,0
and,0
public,0
involvement,0
No,0
patients,0
were,0
involved,0
in,0
setting,0
the,0
research,0
question,0
or,0
devel-,0
oping,0
plans,0
for,0
design,0
of,0
the,0
"study,",0
nor,0
were,0
they,0
asked,0
to,0
advise,0
on,0
interpretation,0
or,0
writing,0
up,0
of,0
results.,0
Results,0
The,0
4509,P-Sample size
survey,0
respondents,0
included,0
paramedics,P-Sample size
"(40.6%),",P-Sample size
nurses,P-Sample size
"(33.4%),",P-Sample size
doctors,P-Sample size
(13.4%),P-Sample size
and,P-Sample size
management,P-Sample size
staff,P-Sample size
"(12.2%),",P-Sample size
with,P-Sample size
about,P-Sample size
three,P-Sample size
in,P-Sample size
four,P-Sample size
being,P-Sample size
employed,P-Sample size
in,P-Sample size
hospitals,P-Sample size
"(29.6%),",P-Sample size
primary,P-Sample size
care,P-Sample size
practices,P-Sample size
(25.7%),P-Sample size
or,P-Sample size
residential,P-Sample size
care,P-Sample size
centers,P-Sample size
(21.3%),P-Sample size
(Table,P-Sample size
1).,0
Figure,0
1,0
depicts,0
the,0
symptoms,0
of,0
negative,P-Condition
mental,P-Condition
health,P-Condition
esca-,P-Condition
lated,P-Condition
during,P-Condition
COVID-19,P-Condition
versus,P-Condition
before,P-Condition
COVID-19.,P-Condition
The,0
percentage,0
of,0
respondents,0
giving,0
a,0
score,0
of,0
7,0
or,0
higher,0
for,0
‘feeling,O-Mental
"stressed’,",O-Mental
for,O-Other
"instance,",O-Other
was,O-Other
57.5%,O-Other
during,O-Other
COVID-19,O-Other
compared,O-Other
to,O-Other
25.1%,O-Other
in,O-Other
normal,O-Other
"circumstances,",O-Other
whereas,0
the,0
corresponding,0
percentages,0
for,0
‘doubting,O-Other
knowledge,O-Other
and,O-Other
skills’,O-Other
were,O-Other
23.4,O-Other
and,O-Other
"10.0%,",O-Other
respectively.,O-Other
Controlling,O-Other
for,0
all,0
other,0
predictors,0
in,0
the,0
cumulative,0
logit,0
"model,",0
a,0
significant,0
association,0
between,O-Other
COVID-19,O-Other
and,O-Other
mental,O-Other
health,O-Other
was,O-Other
observed,O-Other
for,O-Other
all,O-Other
19,O-Other
symptoms.,O-Other
Results,0
for,0
negative,O-Mental
symptoms,O-Mental
showed,O-Mental
up,O-Mental
to,O-Mental
12-fold,O-Mental
odds,O-Mental
of,O-Mental
being,O-Mental
categorized,O-Mental
in,O-Mental
a,O-Mental
higher,O-Mental
level,O-Mental
of,O-Mental
occur-,O-Mental
rence,O-Mental
of,O-Mental
the,O-Mental
symptom,O-Mental
during,O-Mental
COVID-19,O-Mental
versus,O-Mental
before,O-Mental
COVID-19,O-Mental
(Figure,0
1).,0
For,0
the,0
positive,0
professional,0
"symptoms,",0
odds,0
ratios,0
were,0
significantly,0
smaller,0
than,0
"1,",0
indicating,0
that,0
respondents,O-Mental
tended,O-Mental
to,O-Mental
report,O-Mental
lower,O-Mental
occurrence,O-Mental
during,O-Mental
COVID-19,O-Mental
compared,O-Mental
to,O-Mental
before,O-Mental
"COVID-19,",O-Mental
e.g.,0
the,0
percentage,0
of,0
respondents,0
scoring,0
the,0
item,0
‘feel-,0
ing,0
part,0
of,0
a,0
team’,0
seven,0
or,0
higher,0
during,0
COVID-19,0
was,0
"63.4%,",0
compared,0
to,0
66.6%,0
before,0
COVID-19.,0
For,0
many,0
"symptoms,",0
we,0
observed,0
significant,0
effect,0
modification,0
by,0
age,P-Age
group,P-Age
(10,0
out,0
of,0
19,0
"symptoms),",0
gender,P-Sex
(14,0
"symptoms),",0
profession,0
(18,0
symptoms),0
and,0
care,0
sector,0
(17,0
symptoms),0
(Supplementary,0
Tables,0
S1–S4).,0
Associ-,0
ations,0
of,0
COVID-19,0
with,0
negative,0
mental,O-Mental
health,O-Mental
symptoms,O-Mental
were,O-Mental
significant,O-Mental
in,O-Mental
all,O-Mental
age,O-Mental
"groups,",O-Mental
"genders,",O-Mental
professions,O-Mental
(except,O-Mental
in,O-Mental
the,O-Mental
small,O-Mental
‘other’,O-Mental
group),O-Mental
and,O-Mental
care,O-Mental
"sectors,",O-Mental
whereas,O-Mental
associations,0
with,O-Mental
positive,O-Mental
symptoms,O-Mental
were,O-Mental
only,O-Mental
significant,O-Mental
in,O-Mental
some,O-Mental
groups.,O-Mental
Odds,0
ratios,0
for,0
negative,0
symptoms,0
were,0
mostly,0
highest,0
for,0
the,0
age,P-Age
group,P-Age
30–49,P-Age
"years,",P-Age
"women,",P-Sex
nurses,0
(followed,0
by,0
management,0
staff),0
and,0
residen-,0
tial,0
care,0
centers,0
(followed,0
by,0
hospitals).,0
The,O-Other
care,O-Other
for,O-Other
disabled,O-Other
sector,O-Other
scored,O-Other
lower,O-Other
than,O-Other
other,O-Other
sectors.,O-Other
"Interestingly,",0
whereas,0
odds,0
ratios,0
for,0
positive,0
mental,0
health,0
symptoms,0
were,0
often,0
below,0
"1,",0
odds,0
ratios,0
significantly,0
higher,0
than,0
1,0
were,0
observed,0
for,0
the,0
symptom,0
‘Part,0
of,0
a,0
team’,0
in,0
doctors,0
and,0
for,0
the,0
symptom,0
‘Make,0
a,0
difference’,0
in,0
management,0
staff.,0
In,0
terms,0
of,0
sources,0
of,0
support,0
(Figure,0
"2),",0
respondents,0
reported,0
that,0
most,0
positive,0
conversations,0
took,0
place,0
with,0
their,0
"partner,",0
own,0
colleagues,0
and,0
friends.,0
Noteworthy,0
is,0
that,0
almost,O-Mental
1,O-Mental
in,O-Mental
10,O-Mental
reported,O-Mental
to,O-Mental
have,O-Mental
had,O-Mental
a,O-Mental
negative,O-Mental
conversation,O-Mental
with,O-Mental
their,O-Mental
partner.,O-Mental
Respondents,0
also,0
have,0
had,O-Mental
positive,O-Mental
conversations,O-Mental
with,O-Mental
other,O-Mental
health-care,O-Mental
profes-,O-Mental
sionals,O-Mental
(50%),O-Mental
and,O-Mental
colleagues,O-Mental
via,O-Mental
social,O-Mental
media,O-Mental
(37%).,O-Mental
At,0
the,0
very,0
bottom,0
of,0
the,0
sources,0
of,0
support,0
are,0
online,0
resources.,0
"Similarly,",0
also,0
a,0
very,0
minor,0
percentage,0
of,0
respondents,0
indicated,0
to,0
have,0
had,O-Mental
a,O-Mental
pos-,O-Mental
itive,O-Mental
conversation,O-Mental
with,O-Mental
a,O-Mental
psychologist,O-Mental
or,O-Mental
general,O-Mental
"practitioner,",O-Mental
and,0
while,0
about,0
four,O-Other
in,O-Other
five,O-Other
indicated,O-Other
they,O-Other
did,O-Other
not,O-Other
feel,O-Other
the,O-Other
need,O-Other
for,O-Other
such,O-Other
"conversation,",O-Other
a,0
considerable,0
proportion,0
indicated,0
they,0
needed,0
to,0
but,0
had,0
not,0
managed,0
to.,0
Although,0
about,0
half,0
of,0
respondents,0
reported,0
to,0
have,0
had,0
positive,0
conversations,0
with,0
their,0
"supervisor/coordinator,",0
this,0
is,0
also,0
the,0
source,0
of,0
support,0
with,0
the,0
highest,0
percentage,0
of,0
negatively,0
experienced,0
conversations,0
"(12%),",0
and,0
the,0
second,0
high-,0
est,0
source,0
of,0
support,0
with,0
whom,0
respondents,0
indicated,0
they,0
needed,0
to,0
have,0
a,0
"conversation,",0
but,0
which,0
had,0
not,0
taken,0
place,0
at,0
the,0
time,0
of,0
the,0
survey.,0
Discussion,0
The,0
toll,0
of,0
the,0
crisis,0
has,0
been,0
heavy,0
on,0
health-care,0
workers.,0
During,0
"COVID-19,",0
a,0
higher,0
level,0
of,0
occurrence,0
was,0
found,0
for,0
all,0
measured,0
negative,O-Mental
personal,O-Mental
symptoms,O-Mental
and,O-Mental
negative,O-Mental
professional,O-Mental
"symptoms,",O-Mental
e.g.,0
"hypervigilance,",O-Physical
"fear,",O-Physical
"fatigue,",O-Physical
difficulty,O-Physical
"sleeping,",O-Physical
unhappy,O-Physical
and,O-Physical
dejected,O-Physical
(negative,O-Physical
personal,O-Physical
symptoms),O-Physical
and,O-Physical
doubting,O-Physical
knowledge,O-Physical
and,O-Physical
"skills,",O-Physical
feeling,O-Physical
on,O-Physical
their,O-Physical
own,O-Physical
and,O-Physical
avoiding,O-Physical
risks,O-Physical
(negative,O-Physical
professional,O-Physical
symptoms).,O-Physical
The,O-Physical
founded,0
association,0
between,0
COVID-19,0
and,0
men-,0
tal,0
health,0
was,0
generally,0
the,0
strongest,0
for,0
the,P-Age
age,P-Age
group,P-Age
30–49,P-Age
"years,",P-Age
"females,",P-Sex
nurses,0
and,0
residential,0
care,0
centers.,0
A,0
higher,0
impact,0
on,0
the,0
30–49,P-Age
years’,P-Age
age,P-Age
group,P-Age
and,0
female,P-Sex
group,P-Sex
was,0
found.,0
One,0
of,0
the,0
possible,0
reasons,0
for,0
this,0
impact,0
could,0
be,0
the,0
specific,0
demands,0
on,0
work–life,0
balance,0
in,0
this,0
group.,0
This,0
is,0
the,0
age,0
group,0
where,0
the,0
private,0
situation,0
of,0
health-care,0
professionals,0
changes,0
due,0
to,0
expanding,0
their,0
family,0
or,0
by,0
having,0
younger,0
children.,0
This,0
goes,0
hand,0
in,0
hand,0
with,0
additional,I-Other
responsibilities,I-Other
to,I-Other
their,I-Other
younger,I-Other
chil-,I-Other
dren,I-Other
and,I-Other
family.,I-Other
This,0
can,0
lead,0
to,0
a,0
higher,I-Other
workload,I-Other
and,I-Other
the,I-Other
need,I-Other
for,I-Other
more,I-Other
"multitasking,",I-Other
in,0
lots,0
of,0
cases,0
mainly,0
in,0
the,0
mother’s,0
role.,0
This,0
multitasking,0
can,0
lead,0
to,0
additional,P-Condition
"stress,",P-Condition
which,0
can,0
have,0
an,0
additional,P-Condition
impact,P-Condition
on,P-Condition
their,P-Condition
mental,P-Condition
well-being.,P-Condition
We,0
know,0
from,0
other,0
studies,0
that,0
impact,0
on,0
mental,0
well-being,0
is,0
higher,0
in,0
the,0
female,P-Sex
population,P-Sex
[11].,0
More,0
than,0
7,0
out,0
of,0
10,0
participants,0
reported,0
that,0
they,0
had,0
talked,0
with,0
"partner,",0
own/close,0
colleagues,0
and/or,0
friends/relatives,0
outside,0
of,0
the,0
organization,0
and,0
found,0
this,0
a,0
positive,0
experience.,0
"However,",0
18%,0
reported,0
the,0
need,O-Other
for,O-Other
more,O-Other
professional,O-Other
guidance,O-Other
from,O-Other
psychologist,O-Other
and,0
27%,0
reported,0
more,0
need,0
from,0
their,0
leadership.,0
This,0
study,0
is,0
the,0
largest,0
to,0
date,0
to,0
correlate,0
the,0
COVID-19,0
pan-,0
demic,0
with,0
health-care,0
workers,0
increasingly,0
struggling,0
with,0
symp-,O-Mental
toms,O-Mental
of,O-Mental
negative,O-Mental
mental,O-Mental
health.,O-Mental
"Nevertheless,",0
in,0
response,0
to,0
Pfef-,0
ferbaum,0
and,0
North’s,0
call,0
for,0
monitoring,0
psychosocial,0
effects,0
in,0
the,0
context,0
of,0
"COVID-19,",0
empirical,0
evidence,0
was,0
obtained,0
from,0
a,0
large,0
number,0
of,0
"participants,",0
generating,0
novel,0
insights,0
into,0
the,0
conse-,0
quences,0
of,0
COVID-19,0
[5].,0
Previous,0
studies,0
mainly,0
performed,0
in,0
China,0
and,0
the,0
USA,0
focused,0
mainly,0
on,0
anxiety,0
"[12–15],",0
depres-,P-Condition
sion,P-Condition
"[12,14–21],",P-Condition
fatigue,P-Condition
"[12],",P-Condition
sleep,P-Condition
problems,P-Condition
[12],P-Condition
and,P-Condition
insomnia,P-Condition
"[12–15,19].",P-Condition
Besides,0
"depression,",P-Condition
which,0
was,0
not,0
directly,0
measured,0
in,0
our,0
"study,",0
the,0
results,0
and,0
are,0
in,0
line,0
with,0
ours.,0
"Hypervigilance,",P-Condition
which,0
is,0
our,0
highest,0
increased,0
symptoms,0
during,0
"COVID-19,",0
was,0
not,0
measured,0
in,0
previous,0
studies.,0
Symptoms,0
as,0
distress,P-Condition
"[12,",0
"13,",0
16],0
and,0
decreased,P-Condition
appetite,P-Condition
or,0
indigestion,P-Condition
are,0
also,0
frequently,0
reported,0
[12].,0
Our,0
results,0
are,0
also,0
in,0
line,0
with,0
negative,0
professional,0
symp-,0
toms,0
as,0
stopping,0
with,0
the,0
present,0
job,0
"[15,",0
22].,0
COVID-19-related,0
studies,0
showed,0
that,0
the,0
prevalence,0
in,0
nurses,0
for,0
probable,0
anxiety,0
and,0
depression,0
was,0
higher,0
compared,0
to,0
doctors.,0
This,0
was,0
also,0
the,0
case,0
for,0
female,P-Sex
health-care,0
workers,0
and,0
younger,P-Age
workers,P-Age
(≤40,P-Age
years),P-Age
[23].,0
The,0
same,0
was,0
found,0
for,0
stress,P-Condition
"[24],",0
anxiety,P-Condition
and,P-Condition
fear,P-Condition
[25].,0
The,0
impact,0
of,0
COVID-19,0
on,0
symptoms,0
can,0
be,0
influenced,0
by,0
the,0
used/available,0
support,0
mechanisms.,0
Mediation,0
models,0
showed,0
that,0
resilience,0
could,0
only,0
partly,0
mediate,0
the,0
effect,0
of,0
social,0
support,0
on,0
mental,0
health,0
among,0
health-care,0
workers.,0
"However,",0
this,0
partly,0
mediation,I-Psychological
was,0
moderated,0
by,0
age,0
group,0
[26].,0
Our,0
"results,",0
regarding,0
the,0
used,0
sup-,I-Psychological
port,I-Psychological
"mechanisms,",I-Psychological
are,0
in,0
line,0
with,0
previous,0
research,0
where,I-Psychological
chatting,I-Psychological
with,I-Psychological
family,I-Psychological
and,I-Psychological
friends,I-Psychological
but,I-Psychological
also,I-Psychological
the,I-Psychological
positive,I-Psychological
attitude,I-Psychological
from,I-Psychological
colleagues,I-Psychological
in,I-Psychological
reducing,I-Psychological
stress,I-Psychological
[22].,0
Support,0
from,0
colleagues,0
is,0
seen,0
as,0
very,0
impor-,0
tant,0
in,0
stressful,0
and,0
emotional,0
demanding,0
situations,0
[24].,0
"However,",0
our,0
results,0
show,0
lower,0
results,0
for,0
talking,0
with,I-Psychological
a,I-Psychological
psychologist,I-Psychological
(46.8%),0
[22].,0
With,0
"COVID-19,",0
our,0
respondents,0
reported,0
an,0
increase,O-Other
