Token,Annotation
implant,0
to,0
accept,0
or,0
distribute,0
the,0
fluid,0
presented,0
to,0
it,0
without,0
rupture,0
additional,0
scar,0
tissue,0
formation,0
(that,0
"is,",0
tissue,0
remodeling,0
is,0
ongoing,0
and,0
tissue,0
stability,0
is,0
not,0
achieved).,0
Bleb,P-Condition
failure,P-Condition
with,P-Condition
scar,P-Condition
formation,P-Condition
is,P-Condition
due,P-Condition
to,P-Condition
changes,0
that,0
occur,0
in,0
the,0
tissue’s,0
ability,0
to,0
conduct,0
fluid,0
away,0
from,0
the,0
"source,",0
as,0
a,0
result,0
of,0
collagen,0
deposition,0
and,0
bleb,0
capsule,0
formation.,0
A,0
decrease,0
in,0
the,0
hydraulic,0
conductivity,0
of,0
the,0
bleb,0
capsule,0
leads,O-Other
to,O-Other
a,O-Other
rise,O-Other
in,O-Other
fluid,O-Other
pressure,O-Other
within,O-Other
the,O-Other
bleb,O-Other
(and,O-Other
so,O-Other
within,O-Other
the,O-Other
aqueous,O-Other
humor,O-Other
of,O-Other
the,O-Other
eye).,O-Other
This,0
rise,P-Condition
in,P-Condition
pressure,P-Condition
and,P-Condition
the,P-Condition
continual,P-Condition
flow,P-Condition
of,P-Condition
fluid,P-Condition
from,P-Condition
the,P-Condition
bleb,P-Condition
presumably,0
changes,O-Physical
the,O-Physical
mechanical,O-Physical
and,O-Physical
chemical,O-Physical
environment,O-Physical
around,O-Physical
the,O-Physical
bleb.,O-Physical
This,0
abnormal,0
tissue,0
environment,0
potentially,0
leads,O-Physical
to,O-Physical
further,O-Physical
tissue,O-Physical
"remodeling,",O-Physical
or,O-Physical
a,O-Physical
vicious,O-Physical
cycle,O-Physical
(i.e.,0
a,0
positive,0
feedback,0
processes),0
towards,O-Physical
bleb,O-Physical
failure.,O-Physical
There,0
are,0
various,0
physical,0
mechanisms,0
that,0
may,0
be,0
postulated,0
to,0
contribute,0
to,0
this,0
tissue,0
remodeling,0
and,0
bleb,0
failure.,0
For,0
"example,",0
excessive,I-Other
deformation,I-Other
or,0
fluid,I-Other
pressure,I-Other
may,0
lead,0
to,0
ischemia,O-Physical
of,O-Physical
the,O-Physical
tissues,O-Physical
(due,0
to,0
blood,0
vessel,0
collapse,0
[5]),0
and,0
a,0
subsequent,0
hypoxia,0
and,0
accompanying,0
inflammatory,0
response,0
"[6],",0
while,0
excessive,0
fluid,0
shear,0
forces,0
may,0
result,0
in,0
changes,0
in,0
extracellular,0
matrix,0
(e.g.,0
collagen,0
density,0
and,0
alignment,0
produced,0
by,0
fibroblasts,0
"[7,8,9].",0
The,0
main,0
aim,0
of,0
this,0
paper,0
is,0
to,0
begin,0
to,0
quantitatively,0
define,0
the,0
factors,0
affecting,0
the,0
fluid,0
distribution,0
and,0
removal,0
in,0
and,0
around,0
a,0
bleb.,0
The,0
model,0
developed,0
will,0
focus,0
on,0
the,0
relationship,0
between,0
bleb,0
size,0
and,0
"shape,",0
tissue,0
hydraulic,0
"conductivity,",0
sub-,0
conjunctival,0
tissue,0
fluid,0
absorptive,0
"capacity,",0
outflow,0
"facility,",0
interstitial,0
fluid,0
pressure,0
and,0
IOP.,0
To,0
"date,",0
the,0
hydraulic,0
forces,0
acting,0
on,0
blebs,0
have,0
not,0
been,0
quantified.,0
These,0
forces,0
acting,0
within,0
and,0
around,0
a,0
bleb,0
may,0
be,0
estimated,0
using,0
the,0
theory,0
of,0
porous,0
media,0
"[10,11,12].",0
Most,0
biological,0
tissues,0
"may,",0
in,0
an,0
abstract,0
"sense,",0
be,0
conceived,0
as,0
a,0
fully-,0
saturated,0
two-phase,0
(i.e.,0
liquid,0
and,0
solid,0
phases),0
porous,0
media.,0
The,0
porous,0
media,0
is,0
made,0
up,0
of,0
extracellular,0
and,0
intracellular,0
fluid,0
(the,0
liquid,0
"phase),",0
and,0
extracellular,0
matrix,0
and,0
cell,0
cytoskeleton,0
(the,0
solid,0
phase).,0
The,0
main,0
advantage,0
of,0
the,0
porous,0
media,0
model,0
is,0
that,0
it,0
can,0
describe,0
the,0
interaction,0
of,0
a,0
fluid,0
moving,0
through,0
a,0
porous,0
structure,0
without,0
focusing,0
on,0
the,0
"specific,",0
often,0
"heterogeneous,",0
microstructure,0
of,0
the,0
tissue.,0
Instead,0
up-scaled,0
or,0
averaged,0
parameters,0
are,0
used,0
to,0
describe,0
this,0
interaction.,0
The,0
theory,0
of,0
flow,0
through,0
porous,0
"media,",0
or,0
more,0
elaborate,0
theories,0
such,0
as,0
the,0
theory,0
of,0
"poroelasticity,",0
may,0
be,0
employed,0
to,0
estimate,0
the,0
forces,0
acting,0
in,0
tissues.,0
Possible,0
forces,0
that,0
may,0
be,0
important,0
in,0
the,0
mechanical,0
environment,0
sensed,0
by,0
cells,0
include,0
(i),0
the,0
stretch,0
of,0
solid,0
matrix,0
in,0
the,0
porous,0
media,0
(ii),0
an,0
increase,0
in,0
the,0
hydrostatic,0
fluid,0
pressure,0
in,0
the,0
bleb,0
and,0
surrounding,0
"tissues,",0
and,0
(iii),0
fluid,0
shear,0
forces,0
within,0
the,0
porous,0
medium.,0
In,0
this,0
"paper,",0
we,0
focus,0
on,0
the,0
later,0
two,0
"forces,",0
and,0
use,0
the,0
theory,0
of,0
flow,0
through,0
porous,0
media,0
to,0
estimate,0
these,0
quantities.,0
Methods,0
The,0
computational,0
model,0
used,0
to,0
describe,0
fluid,0
production,0
and,0
removal,0
in,0
the,0
eye,0
and,0
surrounding,0
"tissues,",0
including,0
into,0
the,0
fluid,0
bleb,0
and,0
"sub-conjunctiva,",0
is,0
now,0
described.,0
This,0
model,0
integrates,0
known,0
key,0
processes,0
(see,0
Figure,0
1B),0
and,0
includes:,0
fluid,0
production,0
by,0
the,0
ciliary,0
"body,",0
fluid,0
removal,0
from,0
the,0
eye,0
via,0
the,0
trabecular,0
meshwork,0
and,0
uveoscleral,0
outflow,0
routes,0
(in,0
both,0
normal,0
and,0
diseased,0
"states),",0
fluid,I-Other
removal,I-Other
from,I-Other
the,I-Other
eye,I-Other
via,I-Other
the,I-Other
glaucoma,I-Other
drainage,I-Other
device,I-Other
and,I-Other
a,I-Other
fluid,I-Other
movement,I-Other
into,I-Other
and,I-Other
sorption,I-Other
by,I-Other
the,I-Other
sub-conjunctival,I-Other
tissues.,I-Other
Specific,0
details,0
of,0
how,0
each,0
of,0
the,0
model,0
elements,0
are,0
defined,0
and,0
incorporated,0
into,0
the,0
model,0
are,0
discussed,0
below.,0
The,0
basis,0
of,0
our,0
model,0
is,0
presented,0
in,0
two,0
parts.,0
First,0
is,0
the,0
fluid,0
production,0
and,0
loss,0
in,0
the,0
eye.,0
This,0
will,0
be,0
followed,0
by,0
a,0
description,0
of,0
the,0
sub-conjunctival,0
tissue,0
containing,0
a,0
fluid,0
bleb.,0
The,0
two,0
models,0
for,0
each,0
tissue,0
are,0
connected,0
via,0
a,0
flux,0
boundary,0
condition.,0
Fluid,0
production,0
and,0
loss,0
in,0
the,0
eye,0
In,0
the,0
eye,0
fluid,0
is,0
produced,0
by,0
the,0
ciliary,0
body.,0
It,0
then,0
passes,0
between,0
the,0
iris,0
and,0
the,0
lens,0
and,0
exits,0
via,0
either,0
the,0
trabecular,0
mesh,0
into,0
Schlemm’s,0
"Canal,",0
or,0
via,0
the,0
so-called,0
uveosceleral,0
pathway,0
at,0
the,0
back,0
of,0
the,0
eye.,0
Thus,0
the,O-Other
fluid,O-Other
in,O-Other
the,O-Other
eye,O-Other
is,O-Other
continually,O-Other
replenished,O-Other
by,O-Other
the,O-Other
cilary,O-Other
body,O-Other
and,0
removed,O-Other
through,O-Other
the,O-Other
trabecular,O-Other
meshwork,O-Other
or,O-Other
uveoscleral,O-Other
pathway.,O-Other
A,I-Psychological
restriction,I-Psychological
in,I-Psychological
the,I-Psychological
outflow,I-Psychological
through,I-Psychological
the,I-Psychological
trabecular,I-Psychological
mesh,I-Psychological
(i.e.,0
reduction,0
in,0
the,0
trabecular,0
outflow,0
facility),0
is,0
thought,O-Physical
to,O-Physical
be,O-Physical
the,O-Physical
primary,O-Physical
cause,O-Physical
of,O-Physical
elevated,O-Physical
"IOP,",O-Physical
although,0
an,I-Physical
increase,I-Physical
in,I-Physical
ciliary,I-Physical
production,I-Physical
or,0
a,I-Physical
decrease,I-Physical
in,I-Physical
the,I-Physical
uveosceleral,I-Physical
removal,I-Physical
would,0
also,O-Physical
lead,O-Physical
to,O-Physical
elevated,O-Physical
IOP.,O-Physical
Consequently,0
surgical,0
interventions,0
to,0
decrease,0
IOP,0
attempt,0
to,0
increase,0
outflow,0
through,0
the,0
trabecular,0
"mesh,",0
or,0
provide,0
an,0
additional,0
(new),0
fluid,0
outflow,0
pathway,0
in,0
the,0
form,0
of,0
a,0
hole,0
through,0
the,0
sclera,0
to,0
drain,0
into,0
the,0
sub-conjunctival,0
tissue,0
(the,0
focus,0
of,0
the,0
model,0
developed,0
here).,0
The,0
change,0
in,0
fluid,0
volume,0
in,0
the,0
anterior,0
chamber,0
of,0
the,0
eye,0
can,0
be,0
described,0
using,0
conservation,0
principles.,0
That,0
is,0
the,0
time,0
rate,0
of,0
change,0
of,0
the,0
anterior,0
chamber,0
volume,0
(V),0
is,0
where;,0
Fin,0
represents,0
the,0
total,0
rate,0
of,0
production,0
of,0
fluid,0
volume,0
by,0
the,0
ciliary,0
"body,",0
Fout,0
represents,0
the,0
rate,0
of,0
fluid,0
volume,0
loss,0
from,0
the,0
eye,0
via,0
the,0
trabecular,0
meshwork,0
and,0
uveoscleral,0
route,0
and,0
Fdrain,0
represents,0
the,0
rate,0
of,0
fluid,0
volume,0
loss,0
from,0
the,0
eye,0
via,0
the,0
surgical,0
pathway,0
into,0
the,0
sub-conjunctival,0
tissue.,0
Note,0
we,0
have,0
assumed,0
an,0
incompressible,0
fluid,0
to,0
obtain,0
Equation,0
(1).,0
Throughout,0
this,0
paper,0
it,0
is,0
assumed,0
that,0
the,0
fluid,0
production,0
rate,0
Fin,0
by,0
the,0
ciliary,0
"body,",0
is,0
constant,0
at,0
2.5,0
mLmin21,0
and,0
is,0
independent,0
of,0
"IOP,",0
although,0
it,0
is,0
known,0
that,0
there,0
is,0
some,0
daily,0
variation,0
(1.5–3,0
mLmin21,0
reported,0
in,0
[13]).,0
This,0
assumption,0
can,0
be,0
later,0
relaxed,0
to,0
account,0
for,0
feedback,0
with,0
IOP,0
(pseudofacility),0
or,0
the,0
effects,0
of,0
medication.,0
Following,0
the,0
Goldmann,0
equation,0
[14],0
it,0
is,0
assumed,0
that,0
Fout,0
is,0
described,0
by,0
where,0
Fu,0
is,0
the,0
outflow,0
via,0
the,0
uveoscleral,0
"pathway,",0
EVP,0
is,0
the,0
episcleral,0
venous,0
pressure.,0
Representing,0
a,0
minor,0
departure,0
from,0
the,0
Goldmann,0
equation,0
Ctrab,0
is,0
defined,0
here,0
as,0
the,0
facility,0
of,0
outflow,0
via,0
the,0
trabecular,0
pathway,0
for,0
a,0
healthy,0
eye,0
and,0
the,0
parameter,0
e,0
has,0
been,0
introduced,0
to,0
allow,0
us,0
to,0
vary,0
the,0
effective,0
outflow,0
facility,0
to,0
model,0
diseased,0
eyes.,0
That,0
"is,",0
when,0
modeling,0
healthy,0
"eyes,",0
"e=1,",0
and,0
when,0
modeling,0
"glaucoma,",0
where,0
it,0
is,0
thought,0
that,0
there,0
is,0
a,0
reduction,0
in,0
the,0
trabecular,0
outflow,0
"facility,",0
e,0
can,0
take,0
the,0
value,0
"0,e,1.",0
Prior,0
to,0
"surgery,",0
where,0
there,0
is,0
no,0
surgical,0
"pathway,",0
Fout,0
=,0
Fin,0
and,0
if,0
"Fout,",0
"Ctrab,",0
IOP,0
and,0
EVP,0
are,0
known,0
(e.g.,0
from,0
the,0
"literature,",0
see,0
Table,0
"1),",0
the,0
‘typical’,0
flow,0
through,0
the,0
uveoscleral,0
pathway,0
Fu,0
can,0
be,0
estimated,0
from,0
equation,0
(2).,0
In,0
the,0
more,0
general,0
case,0
following,0
"surgery,",0
for,0
simplicity,0
we,0
assume,0
here,0
that,0
Fu,0
does,0
not,0
vary,0
with,0
"IOP,",0
or,0
between,0
healthy,0
eyes,0
or,0
those,0
with,0
"glaucoma,",0
and,0
is,0
15%,0
of,0
Fin,0
"[13,15,16].",0
It,0
is,0
assumed,0
that,0
aqueous,0
humor,0
flow,0
to,0
the,0
sub-conjunctival,0
tissue,0
is,0
via,0
a,0
cylindrical,0
tube,0
or,0
hole,0
and,0
so,0
can,0
be,0
described,0
using,0
the,0
well-known,0
Hagen-Poiseuille,0
equation.,0
That,0
is,0
where,0
R,0
and,0
L,0
are,0
the,0
radius,0
and,0
length,0
of,0
the,0
"tube,",0
"respectively,",0
m,0
is,0
the,0
aqueous,0
humor,0
viscosity,0
and,0
ptissue,0
is,0
the,0
fluid,0
pressure,0
in,0
the,0
bleb/tissue,0
immediately,0
next,0
to,0
the,0
outlet,0
of,0
the,0
drainage,0
tube.,0
The,0
change,0
in,0
volume,0
given,0
by,0
Equation,0
(1),0
can,0
be,0
related,0
to,0
the,0
change,0
in,0
IOP,0
using,0
an,0
empirical,0
linear,0
relationship,0
obtained,0
by,0
[17],0
for,0
living,0
human,0
eyes,0
by,0
injection,0
200,0
mL,0
saline,0
solution,0
into,0
the,0
eye,0
at,0
",270",0
mL/min,0
and,0
observing,0
an,0
increase,0
in,0
IOP,0
from,0
10–55,0
mmHg.,0
This,0
linear,0
relationship,0
can,0
be,0
expressed,0
as:,0
where,0
Kr,0
is,0
called,0
the,0
mean,0
(ocular),0
rigidity,0
coefficient.,0
Note,0
(4),0
is,0
asymptotically,0
correct,0
for,0
sufficiently,0
small,0
changes,0
in,0
pressure,0
and,0
volume.,0
Equations,0
(1)–(4),0
can,0
now,0
be,0
combined,0
to,0
derive,0
a,0
rate,0
form,0
of,0
the,0
Goldmann,0
equation,0
generalized,0
here,0
to,0
include,0
fluid,0
loss,0
to,0
the,0
sub-conjunctival,0
tissue.,0
Equation,0
(5),0
provides,0
a,0
link,0
between,0
IOP,0
and,0
the,0
fluid,0
volumetric,0
flow,0
rate,0
entering,0
the,0
sub-conjunctival,0
tissue,0
(and,0
the,0
fluid,0
hydrostatic,0
pressure,0
at,0
which,0
it,0
enters).,0
During,0
each,0
simulation,0
"Fin,",0
"Kr,",0
"Fu,",0
"e,",0
"Ctrab,",0
"EVP,",0
"R,",0
m,0
and,0
L,0
are,0
held,0
"constant,",0
with,0
values,0
shown,0
in,0
Table,0
1,0
unless,0
stated,0
"otherwise,",0
and,0
Equation,0
(5),0
is,0
solved,0
for,0
IOP,0
and,0
"ptissue,",0
once,0
a,0
model,0
for,0
fluid,0
transport,0
into,0
the,0
tissue,0
is,0
introduced,0
below.,0
This,0
Equation,0
provides,0
the,0
boundary,0
condition,0
required,0
to,0
link,0
the,0
eye,0
model,0
to,0
the,0
tissue,0
model,0
to,0
be,0
described,0
below.,0
Fluid,0
transport,0
and,0
removal,0
in,0
the,I-Psychological
sub-conjunctival,I-Psychological
tissue,0
The,0
surgical,0
pathway,0
of,0
exit,0
of,I-Psychological
the,I-Psychological
aqueous,0
humor,0
assumed,0
in,0
the,0
model,0
is,0
as,0
follows.,0
The,0
fluid,0
leaves,0
the,0
eye,0
via,0
the,0
surgical,0
pathway,0
(described,0
by,0
Equation,0
(3)),0
and,0
enters,0
the,0
bleb.,0
From,0
there,0
the,0
fluid,0
moves,0
out,0
into,0
the,0
surrounding,0
sub-conjunctival,0
tissue,0
and,0
is,0
absorbed,0
into,0
sub-conjunctival,0
capillaries.,0
The,0
sclera,0
and,0
conjunctiva,0
are,0
assumed,0
to,0
act,0
as,0
a,0
fluid,0
"barrier,",0
as,0
a,0
bleb,0
is,0
formed,0
between,0
these,0
two,0
layers.,0
A,0
porous,0
media,0
model,0
will,0
be,0
used,0
to,0
describe,0
the,0
movement,0
of,0
fluid,0
into,0
a,0
bleb,0
and,0
through,0
the,0
sub-conjunctival,0
tissue,0
and,0
its,0
removal,0
(or,0
production),0
by,0
the,0
microvasculature.,0
Porous,0
media,0
models,0
have,0
been,0
used,0
previously,0
to,0
model,0
a,0
wide,0
range,0
of,0
other,0
tissues,0
"[12,18].",0
In,0
this,0
approach,0
it,0
can,0
be,0
assumed,0
that,0
fine,0
details,0
of,0
the,0
microvasculature,0
(i.e.,0
its,0
branched,0
"architecture,",0
distribution,0
of,0
vessels,0
sizes,0
etc),0
and,0
tissue,0
do,0
not,0
need,0
to,0
be,0
modeled,0
explicitly.,0
Instead,0
fluid,0
movement,0
through,0
the,0
bleb,0
and,0
sub-conjunctival,0
tissue,0
can,0
be,0
described,0
using,0
Darcy’s,0
law,0
and,0
a,0
distributed,0
fluid,0
sink.,0
Darcy’s,0
law,0
is,0
stated,0
mathematically,0
"as,",0
where,0
v,0
is,0
the,0
homogenised,0
fluid,0
flux,0
per,0
unit,0
area.,0
Note,0
v,0
is,0
a,0
vector,0
with,0
units,0
of,0
ms21,0
and,0
is,0
often,0
referred,0
to,0
as,0
the,0
Darcy,0
velocity.,0
pi,0
is,0
the,0
hydrostatic,0
pressure,0
in,0
the,0
tissue,0
interstitium,0
(units,0
"Pa),",0
K,0
is,0
the,0
hydraulic,0
conductivity,0
(units,0
of,0
m2s21Pa21),0
of,0
the,0
tissue,0
and,0
represents,0
the,0
ratio,0
of,0
the,0
intrinsic,0
conductivity,0
of,0
the,0
tissue,0
pore,0
space,0
geometry,0
and,0
the,0
fluid,0
viscosity.,0
The,0
term,0
+pi,0
describes,0
the,0
gradient,0
of,0
pressure.,0
Darcy’s,0
Law,0
is,0
a,0
constitutive,0
relation,0
and,0
expresses,0
the,0
finding,0
that,0
fluid,0
movement,0
through,0
a,0
porous,0
medium,0
is,0
a,0
linear,0
relationship,0
between,0
the,0
fluid,0
flow,0
and,0
the,0
gradient,0
of,0
the,0
fluid,0
pressure.,0
The,0
hydraulic,0
conductivity,0
is,0
the,0
proportionality,0
constant,0
in,0
Darcy’s,0
Law.,0
